film,rating,url
Sedm statečných,55,https://kultura.zpravy.idnes.cz/recenze-sedm-statecnych-0wk-/filmvideo.aspx?c=A160922_2274680_filmvideo_spm
Krycí jméno Holec,20,https://kultura.zpravy.idnes.cz/kryci-jmeno-holec-recenze-0y3-/filmvideo.aspx?c=A160921_095309_filmvideo_ts
Café Society,55,https://kultura.zpravy.idnes.cz/cafe-society-recenze-0ly-/filmvideo.aspx?c=A160919_101636_filmvideo_ts
Ve jménu krve,55,https://kultura.zpravy.idnes.cz/recenze-gibson-01p-/filmvideo.aspx?c=A160916_2273488_filmvideo_spm
Dítě Bridget Jonesové,65,https://kultura.zpravy.idnes.cz/recenze-bridget-jonesova-0h1-/filmvideo.aspx?c=A160915_2273198_filmvideo_spm
Prázdniny v Provence,25,https://kultura.zpravy.idnes.cz/prazdniny-v-provence-recenze-djt-/filmvideo.aspx?c=A160914_100521_filmvideo_kiz
Vlk z Královských Vinohrad,70,https://kultura.zpravy.idnes.cz/recenze-jan-nemec-reziser-vlk-dj8-/filmvideo.aspx?c=A160913_2272740_filmvideo_spm
Zloději zelených koní,55,https://kultura.zpravy.idnes.cz/zlodeji-zelenych-koni-recenze-dkv-/filmvideo.aspx?c=A160908_114634_filmvideo_ts
Sully: Zázrak na řece Hudson,70,https://kultura.zpravy.idnes.cz/sully-zazrak-na-rece-hudson-recenze-d6h-/filmvideo.aspx?c=A160907_2271418_filmvideo_spm
Chronic,60,https://kultura.zpravy.idnes.cz/film-chronic-recenze-0lh-/filmvideo.aspx?c=A160905_075951_filmvideo_vha
ZOO,60,https://kultura.zpravy.idnes.cz/recenze-zoo-film-028-/filmvideo.aspx?c=A160902_110359_filmvideo_kiz
"Já, Mattoni",60,https://kultura.zpravy.idnes.cz/recenze-serial-ja-mattoni-0yn-/filmvideo.aspx?c=A160902_093215_filmvideo_kiz
Až na severní pól,65,https://kultura.zpravy.idnes.cz/az-na-severni-pol-film-recenze-dke-/filmvideo.aspx?c=A160901_095922_filmvideo_vha
Obr Dobr,65,https://kultura.zpravy.idnes.cz/recenze-obr-dobr-022-/filmvideo.aspx?c=A160901_2270183_filmvideo_spm
Taxi 121,30,https://kultura.zpravy.idnes.cz/taxi-121-recenze-0ps-/filmvideo.aspx?c=A160830_084928_filmvideo_ts
Buchty a klobásy,50,https://kultura.zpravy.idnes.cz/buchty-a-klobasy-recenze-086-/filmvideo.aspx?c=A160824_175432_filmvideo_vha
Ben Hur,50,https://kultura.zpravy.idnes.cz/ben-hur-recenze-0gn-/filmvideo.aspx?c=A160824_095024_filmvideo_ts
Božská Florence,70,https://kultura.zpravy.idnes.cz/bozska-florence-recenze-0wf-/filmvideo.aspx?c=A160819_112904_filmvideo_ts
Strašidla,40,https://kultura.zpravy.idnes.cz/recenze-strasidla-troska-0hb-/filmvideo.aspx?c=A160818_151945_filmvideo_spm
Týpci a zbraně,55,https://kultura.zpravy.idnes.cz/typci-a-zbrane-recenze-06u-/filmvideo.aspx?c=A160818_145612_filmvideo_ts
Diagnóza: Šampión,55,https://kultura.zpravy.idnes.cz/diagnoza-sampion-recenze-0hf-/filmvideo.aspx?c=A160816_103507_filmvideo_ts
Tajný život mazlíčků,60,https://kultura.zpravy.idnes.cz/recenze-tajny-zivot-mazlicku-djy-/filmvideo.aspx?c=A160812_151930_filmvideo_spm
Komorná,70,https://kultura.zpravy.idnes.cz/recenze-komorna-0jm-/filmvideo.aspx?c=A160811_2265502_filmvideo_spm
Star Trek: Do neznáma,60,https://kultura.zpravy.idnes.cz/recenze-star-trek-0z9-/filmvideo.aspx?c=A160809_2264987_filmvideo_spm
Prach,50,https://kultura.zpravy.idnes.cz/prach-recenze-00x-/filmvideo.aspx?c=A160805_141339_filmvideo_ts
Jetelín,30,https://kultura.zpravy.idnes.cz/prima-sitcom-jetelin-recenze-dit-/filmvideo.aspx?c=A160731_174030_filmvideo_vha
Seznamka,15,https://kultura.zpravy.idnes.cz/sezn-mka-recenze-02u-/filmvideo.aspx?c=A160729_095256_filmvideo_ts
Jason Bourne,65,https://kultura.zpravy.idnes.cz/jason-bourne-recenze-0rr-/filmvideo.aspx?c=A160728_093322_filmvideo_ts
Krotitelé duchů,35,https://kultura.zpravy.idnes.cz/recenze-krotitele-duchu-0wt-/filmvideo.aspx?c=A160727_121557_filmvideo_vha
"Heidi, děvčátko z hor",55,https://kultura.zpravy.idnes.cz/heidi-devcatko-z-hor-recenze-d1a-/filmvideo.aspx?c=A160726_112700_filmvideo_ts
Julieta,60,https://kultura.zpravy.idnes.cz/recenze-julieta-0jp-/filmvideo.aspx?c=A160717_155705_filmvideo_spm
Učitelka,55,https://kultura.zpravy.idnes.cz/ucitelka-recenze-0kx-/filmvideo.aspx?c=A160714_140226_filmvideo_ts
Tohle je náš svět,65,https://kultura.zpravy.idnes.cz/tohle-je-nas-svet-recenze-0hj-/filmvideo.aspx?c=A160713_114718_filmvideo_ts
Doba ledová: Mamutí drcnutí,50,https://kultura.zpravy.idnes.cz/doba-ledova-mamuti-drcnuti-recenze-dtj-/filmvideo.aspx?c=A160712_094127_filmvideo_ts
Lucie: Příběh jedný kapely,65,https://kultura.zpravy.idnes.cz/lucie-pribeh-jedny-kapely-recenze-dl2-/filmvideo.aspx?c=A160708_154202_filmvideo_vha
Legenda o Tarzanovi,50,https://kultura.zpravy.idnes.cz/legenda-o-tarzanovi-recenze-dpm-/filmvideo.aspx?c=A160707_103318_filmvideo_vha
Belgica,50,https://kultura.zpravy.idnes.cz/belgica-recenze-0i0-/filmvideo.aspx?c=A160701_100007_filmvideo_kiz
Short skin,50,https://kultura.zpravy.idnes.cz/short-skin-recenze-0aj-/filmvideo.aspx?c=A160629_120005_filmvideo_ts
Hra peněz,65,https://kultura.zpravy.idnes.cz/recenze-hra-penez-0za-/filmvideo.aspx?c=A160624_150003_filmvideo_vha
Teorie velkého třesku,75,https://kultura.zpravy.idnes.cz/teorie-velkeho-tresku-devata-rada-recenze-fgq-/filmvideo.aspx?c=A160624_093839_filmvideo_vha
Léto All Exclusive,30,https://kultura.zpravy.idnes.cz/recenze-leto-all-exclusive-d0h-/filmvideo.aspx?c=A160623_105357_filmvideo_vha
Den nezávislosti: Nový útok,50,https://kultura.zpravy.idnes.cz/recenze-den-nezavislosti-novy-utok-d6b-/filmvideo.aspx?c=A160621_132713_filmvideo_vha
Centrální inteligence,40,https://kultura.zpravy.idnes.cz/recenze-centralni-inteligence-de3-/filmvideo.aspx?c=A160616_125342_filmvideo_vha
Hledá se Dory,65,https://kultura.zpravy.idnes.cz/recenze-hleda-se-dory-05z-/filmvideo.aspx?c=A160615_121338_filmvideo_vha
Oslněni sluncem,55,https://kultura.zpravy.idnes.cz/oslneni-sluncem-recenze-0wb-/filmvideo.aspx?c=A160610_110429_filmvideo_ts
Musíme se sejít,30,https://kultura.zpravy.idnes.cz/musime-se-sejit-recenze-0sf-/filmvideo.aspx?c=A160609_112526_filmvideo_ts
Warcraft: První střet,55,https://kultura.zpravy.idnes.cz/warcraft-recenze-0ep-/filmvideo.aspx?c=A160608_103639_filmvideo_ts
Assassin,60,https://kultura.zpravy.idnes.cz/assassin-recenze-0en-/filmvideo.aspx?c=A160607_092652_filmvideo_ts
Komuna,65,https://kultura.zpravy.idnes.cz/recenze-komuna-01m-/filmvideo.aspx?c=A160603_134412_filmvideo_spm
Vzkaz v láhvi,70,https://kultura.zpravy.idnes.cz/vzkaz-v-lahvi-00q-/filmvideo.aspx?c=A160603_2250780_filmvideo_spm
Želvy Ninja 2,40,https://kultura.zpravy.idnes.cz/recenze-zelvy-ninja-2-0ru-/filmvideo.aspx?c=A160602_2250733_filmvideo_spm
Správní chlapi,70,https://kultura.zpravy.idnes.cz/spravni-chlapi-recenze-07e-/filmvideo.aspx?c=A160602_134358_filmvideo_ts
Děda,35,https://kultura.zpravy.idnes.cz/deda-recenze-cyz-/filmvideo.aspx?c=A160531_090150_filmvideo_ts
Paradise Trips,50,https://kultura.zpravy.idnes.cz/paradise-trips-recenze-074-/filmvideo.aspx?c=A160530_102256_filmvideo_ts
Mikrob a Gasoil,70,https://kultura.zpravy.idnes.cz/mikrob-a-gasoil-recenze-0vp-/filmvideo.aspx?c=A160527_111945_filmvideo_ts
Alenka v říši divů: Za zrcadlem,60,https://kultura.zpravy.idnes.cz/alenka-v-risi-divu-za-zrcadlem-recenze-dx1-/filmvideo.aspx?c=A160526_092013_filmvideo_vha
Maggie má plán,55,https://kultura.zpravy.idnes.cz/maggie-ma-plan-recenze-0uq-/filmvideo.aspx?c=A160525_122803_filmvideo_ts
Návštěvníci 3: Revoluce,40,https://kultura.zpravy.idnes.cz/navstevnici-3-revoluce-recenze-dz4-/filmvideo.aspx?c=A160519_183503_filmvideo_vha
X-Men: Apokalypsa,50,https://kultura.zpravy.idnes.cz/x-men-apokalypsa-recenze-08h-/filmvideo.aspx?c=A160518_113325_filmvideo_ts
Hlas pro římského krále,60,https://kultura.zpravy.idnes.cz/hlas-pro-rimskeho-krale-recenze-d38-/filmvideo.aspx?c=A160513_095952_filmvideo_ts
Sousedi 2,50,https://kultura.zpravy.idnes.cz/sousedi-2-recenze-0e1-/filmvideo.aspx?c=A160512_112047_filmvideo_ts
Angry Birds ve filmu,60,https://kultura.zpravy.idnes.cz/angry-birds-film-recenze-08o-/filmvideo.aspx?c=A160511_111309_filmvideo_ts
Jak přežít single,40,https://kultura.zpravy.idnes.cz/recenze-filmu-jak-prezit-single-dnp-/filmvideo.aspx?c=A160506_2244266_filmvideo_spm
Captain America: Občanská válka,65,https://kultura.zpravy.idnes.cz/captain-america-obcanska-valka-recenze-dhz-/filmvideo.aspx?c=A160505_103225_filmvideo_ts
Belmondo,60,https://kultura.zpravy.idnes.cz/belmondo-recenze-dokument-dck-/filmvideo.aspx?c=A160504_101251_filmvideo_kiz
Čistič,60,https://kultura.zpravy.idnes.cz/cistic-recenze-010-/filmvideo.aspx?c=A160503_093857_filmvideo_ts
Každý milion dobrý,60,https://kultura.zpravy.idnes.cz/recenze-bohdalova-ct-0lb-/filmvideo.aspx?c=A160501_140714_filmvideo_spm
Tajemství Divadla Sklep,70,https://kultura.zpravy.idnes.cz/recenze-dokument-divadlo-sklep-dmr-/filmvideo.aspx?c=A160429_154815_filmvideo_vha
Jak se zbavit nevěsty,50,https://kultura.zpravy.idnes.cz/jak-se-zbavit-nevesty-recenze-d2r-/filmvideo.aspx?c=A160429_100832_filmvideo_ts
Divadlo Sklep: Böhmen und Mähren,70,https://kultura.zpravy.idnes.cz/recenze-tv-cyklus-sklep-0sx-/filmvideo.aspx?c=A160429_120127_filmvideo_spm
Comedy club,55,https://kultura.zpravy.idnes.cz/comedy-club-prvni-dojmy-0s2-/filmvideo.aspx?c=A160427_095458_filmvideo_ts
Bella a Sebastian: Dobrodružství pokračuje,60,https://kultura.zpravy.idnes.cz/bella-a-sebastian-dobrodruzstvi-recenze-fdo-/filmvideo.aspx?c=A160426_170212_filmvideo_kiz
Ani ve snu!,60,https://kultura.zpravy.idnes.cz/ani-ve-snu-recenze-030-/filmvideo.aspx?c=A160425_102116_filmvideo_kiz
Menandros & Thais,30,https://kultura.zpravy.idnes.cz/menandros-thais-recenze-0we-/filmvideo.aspx?c=A160422_163945_filmvideo_ob
Carol,60,https://kultura.zpravy.idnes.cz/recenze-carol-009-/filmvideo.aspx?c=A160420_174720_filmvideo_vha
Lovec: Zimní válka,50,https://kultura.zpravy.idnes.cz/lovec-zimni-valka-recenze-0yt-/filmvideo.aspx?c=A160419_101814_filmvideo_ts
James White,70,https://kultura.zpravy.idnes.cz/james-white-recenze-04z-/filmvideo.aspx?c=A160418_154318_filmvideo_ts
Jak básníci čekají na zázrak,50,https://kultura.zpravy.idnes.cz/jak-basnici-cekaji-na-zazrak-recenze-dbk-/filmvideo.aspx?c=A160414_122238_filmvideo_ts
V paprscích slunce,75,https://kultura.zpravy.idnes.cz/v-paprscich-slunce-recenze-d06-/filmvideo.aspx?c=A160413_112805_filmvideo_ts
Kolonie,60,https://kultura.zpravy.idnes.cz/kolonie-recenze-0ji-/filmvideo.aspx?c=A160412_092421_filmvideo_ts
Příběh lesa,55,https://kultura.zpravy.idnes.cz/pribeh-lesa-recenze-0ow-/filmvideo.aspx?c=A160410_185517_filmvideo_ts
Pět mrtvých psů,65,https://kultura.zpravy.idnes.cz/pet-mrtvych-psu-recenze-0wg-/filmvideo.aspx?c=A160408_120346_filmvideo_ts
Orel Eddie,60,https://kultura.zpravy.idnes.cz/recenze-orel-eddie-03u-/filmvideo.aspx?c=A160408_103022_filmvideo_kiz
Pád Londýna,40,https://kultura.zpravy.idnes.cz/pad-londyna-recenze-041-/filmvideo.aspx?c=A160406_092937_filmvideo_ts
Spotlight,75,https://kultura.zpravy.idnes.cz/spotlight-recenze-03v-/filmvideo.aspx?c=A160405_091256_filmvideo_ts
Moje tlustá řecká svatba 2,50,https://kultura.zpravy.idnes.cz/moje-tlusta-recka-svatba-2-recenze-dle-/filmvideo.aspx?c=A160404_101747_filmvideo_ts
Nikdy nejsme sami,55,https://kultura.zpravy.idnes.cz/nikdy-nejsme-sami-karel-roden-recenze-dwl-/filmvideo.aspx?c=A160401_172647_filmvideo_vha
Pat a Mat ve filmu,65,https://kultura.zpravy.idnes.cz/pat-a-mat-ve-filmu-recenze-0yd-/filmvideo.aspx?c=A160330_132916_filmvideo_ts
Táta je doma,40,https://kultura.zpravy.idnes.cz/recenze-tata-je-doma-04y-/filmvideo.aspx?c=A160329_183921_filmvideo_spm
Mustang,65,https://kultura.zpravy.idnes.cz/mustang-lagerfeld-recenze-09v-/filmvideo.aspx?c=A160329_125918_filmvideo_ts
Červený pavouk,50,https://kultura.zpravy.idnes.cz/humr-cerveny-pavouk-recenze-d1b-/filmvideo.aspx?c=A160329_104755_filmvideo_ts
Teorie tygra,60,https://kultura.zpravy.idnes.cz/recenze-film-bajgar-teorie-tygra-doi-/filmvideo.aspx?c=A160324_091718_filmvideo_kiz
Česká cesta,50,https://kultura.zpravy.idnes.cz/recenze-ceska-cesta-0o5-/filmvideo.aspx?c=A160325_165128_filmvideo_spm
Eva Nová,65,https://kultura.zpravy.idnes.cz/receze-filmu-eva-nova-05t-/filmvideo.aspx?c=A160324_2234648_filmvideo_spm
Smrtelné historky,55,https://kultura.zpravy.idnes.cz/smrtelne-historky-recenze-d05-/filmvideo.aspx?c=A160323_112736_filmvideo_ts
Noc bezMoci,65,https://kultura.zpravy.idnes.cz/noc-bezmoci-recenze-04p-/filmvideo.aspx?c=A160322_121028_filmvideo_ts
"Já, Olga Hepnarová",65,https://kultura.zpravy.idnes.cz/ja-olga-hepnarova-recenze-0hw-/filmvideo.aspx?c=A160318_135709_filmvideo_ts
Dvojníci,25,https://kultura.zpravy.idnes.cz/dvojnici-recenze-0ec-/filmvideo.aspx?c=A160317_110443_filmvideo_ts
Kung Fu Panda 3,60,https://kultura.zpravy.idnes.cz/kung-fu-panda-3-recenze-06c-/filmvideo.aspx?c=A160315_102508_filmvideo_ts
Trabantem do posledního dechu,75,https://kultura.zpravy.idnes.cz/recenze-trabantem-0mx-/filmvideo.aspx?c=A160314_2232179_filmvideo_spm
Totem vlka,65,https://kultura.zpravy.idnes.cz/annaud-totem-vlka-recenze-0y5-/filmvideo.aspx?c=A160311_143420_filmvideo_ob
Nebezpečný svět Rajka Dolečka,60,https://kultura.zpravy.idnes.cz/recenze-rajko-dolecek-film-nebezpecny-svet-rajka-dolecka-pkq-/filmvideo.aspx?c=A160311_134203_filmvideo_spm
Nemocnice Motol,80,https://kultura.zpravy.idnes.cz/recenze-nemocnice-motol-0wi-/filmvideo.aspx?c=A160310_210025_filmvideo_spm
Rudý kapitán,50,https://kultura.zpravy.idnes.cz/rudy-kapitan-recenze-0r7-/filmvideo.aspx?c=A160309_114638_filmvideo_ts
Grimsby,35,https://kultura.zpravy.idnes.cz/grimsby-recenze-0jq-/filmvideo.aspx?c=A160308_124706_filmvideo_ts
Série Divergence: Aliance,40,https://kultura.zpravy.idnes.cz/recenze-serie-divergence-aliance-dos-/filmvideo.aspx?c=A160306_163239_filmvideo_spm
Už je tady zas,60,https://kultura.zpravy.idnes.cz/recenze-uz-je-tady-zas-adolf-hitler-dtt-/filmvideo.aspx?c=A160304_181356_filmvideo_vha
Zootropolis: Město zvířat,60,https://kultura.zpravy.idnes.cz/recenze-filmu-zootropolis-d0x-/filmvideo.aspx?c=A160303_185253_filmvideo_spm
Suburra,65,https://kultura.zpravy.idnes.cz/suburra-recenze-0jb-/filmvideo.aspx?c=A160303_111008_filmvideo_ts
"Ave, Caesar!",70,https://kultura.zpravy.idnes.cz/ave-caesar-recenze-035-/filmvideo.aspx?c=A160302_101642_filmvideo_ts
Polednice,60,https://kultura.zpravy.idnes.cz/polednice-recenze-0mr-/filmvideo.aspx?c=A160229_161247_filmvideo_vha
Modré stíny,60,https://kultura.zpravy.idnes.cz/modre-stiny-recenze-0q1-/filmvideo.aspx?c=A160226_105821_filmvideo_ts
Bohové Egypta,40,https://kultura.zpravy.idnes.cz/bohove-egypta-recenze-0ua-/filmvideo.aspx?c=A160225_115005_filmvideo_ts
Robinson Crusoe: Na ostrově zvířátek,40,https://kultura.zpravy.idnes.cz/robinson-crusoe-na-ostrove-zviratek-recenze-f3w-/filmvideo.aspx?c=A160224_101537_filmvideo_ts
Řachanda,40,https://kultura.zpravy.idnes.cz/rachanda-recenze-0kc-/filmvideo.aspx?c=A160223_104735_filmvideo_ts
Brooklyn,65,https://kultura.zpravy.idnes.cz/recenze-brooklyn-0eb-/filmvideo.aspx?c=A160219_160252_filmvideo_vha
Saulův syn,75,https://kultura.zpravy.idnes.cz/sauluv-syn-recenze-0as-/filmvideo.aspx?c=A160218_092429_filmvideo_ts
Zoolander No. 2,50,https://kultura.zpravy.idnes.cz/zoolander-no-2-recenze-0um-/filmvideo.aspx?c=A160217_103028_filmvideo_ts
Rodinný film,70,https://kultura.zpravy.idnes.cz/rodinny-film-recenze-0rb-/filmvideo.aspx?c=A160216_102041_filmvideo_ts
Vinyl,85,https://kultura.zpravy.idnes.cz/recenze-scorsese-0eo-/filmvideo.aspx?c=A160215_121438_filmvideo_kiz
Decibely lásky,30,https://kultura.zpravy.idnes.cz/decibely-lasky-recenze-0bx-/filmvideo.aspx?c=A160212_093346_filmvideo_ts
Deadpool,65,https://kultura.zpravy.idnes.cz/deadpool-recenze-0k5-/filmvideo.aspx?c=A160210_112925_filmvideo_ts
V. I. P. vraždy,50,https://kultura.zpravy.idnes.cz/v-i-p-vrazdy-recenze-0qc-/filmvideo.aspx?c=A160205_122811_filmvideo_ts
Na vodě,40,https://kultura.zpravy.idnes.cz/serial-na-vode-recenze-062-/filmvideo.aspx?c=A160205_114613_filmvideo_ts
Poklad,60,https://kultura.zpravy.idnes.cz/recenze-pokladu-0jg-/filmvideo.aspx?c=A160204_164414_filmvideo_spm
13 hodin: Tajní vojáci z Benghází,60,https://kultura.zpravy.idnes.cz/13-hodin-tajni-vojaci-z-benghazi-recenze-dy2-/filmvideo.aspx?c=A160204_095325_filmvideo_ts
Na vodě,55,https://kultura.zpravy.idnes.cz/na-vode-recenze-0gj-/filmvideo.aspx?c=A160202_132012_filmvideo_ts
Zločin v Polné,60,https://kultura.zpravy.idnes.cz/zlocin-v-polne-recenze-0be-/filmvideo.aspx?c=A160201_124416_filmvideo_ts
Padesát odstínů černé,25,https://kultura.zpravy.idnes.cz/padesat-odstinu-cerne-recenze-dkm-/filmvideo.aspx?c=A160129_100522_filmvideo_ts
Do posledního dechu,50,https://kultura.zpravy.idnes.cz/do-posledniho-dechu-recenze-dp0-/filmvideo.aspx?c=A160127_114058_filmvideo_ts
Tajemství jejich očí,60,https://kultura.zpravy.idnes.cz/recenze-julie-roberts-tajemstvi-jejich-oci-film-f5x-/filmvideo.aspx?c=A160122_095446_filmvideo_kiz
Lída Baarová,65,https://kultura.zpravy.idnes.cz/lida-baarova-recenze-0l2-/filmvideo.aspx?c=A160120_115521_filmvideo_ts
Chlapec a svět,65,https://kultura.zpravy.idnes.cz/chlapec-a-svet-recenze-0u9-/filmvideo.aspx?c=A160119_104608_filmvideo_ts
Fúsi,65,https://kultura.zpravy.idnes.cz/fusi-recenze-c9o-/filmvideo.aspx?c=A160118_171101_filmvideo_ts
V jiném stavu,50,https://kultura.zpravy.idnes.cz/v-jinem-stavu-recenze-film-dco-/filmvideo.aspx?c=A160118_163417_filmvideo_ts
Případ pro malíře / Případ pro lyžaře,65,https://kultura.zpravy.idnes.cz/recnze-pripadu-pro-0ap-/filmvideo.aspx?c=A160117_165713_filmvideo_spm
Roura,60,https://kultura.zpravy.idnes.cz/roura-recenze-0dt-/filmvideo.aspx?c=A160113_155744_filmvideo_ts
Muzikál aneb Cesty ke štěstí,50,https://kultura.zpravy.idnes.cz/muzikal-aneb-cesty-ke-stesti-recenze-dvo-/filmvideo.aspx?c=A160112_111526_filmvideo_ts
Revenant Zmrtvýchvstání,70,https://kultura.zpravy.idnes.cz/dicaprio-recenze-filmu-revenant-zmrtvychstani-frb-/filmvideo.aspx?c=A160108_150424_filmvideo_ob
Zkáza krásou,60,https://kultura.zpravy.idnes.cz/zkaza-krasou-recenze-050-/filmvideo.aspx?c=A160108_132324_filmvideo_ts
Nabručení,40,https://kultura.zpravy.idnes.cz/glosa-serial-nabruceni-0bv-/filmvideo.aspx?c=A160107_144808_filmvideo_spm
Osm hrozných,65,https://kultura.zpravy.idnes.cz/osm-hroznych-recenze-05n-/filmvideo.aspx?c=A160107_103657_filmvideo_ts
Sázka na nejistotu,70,https://kultura.zpravy.idnes.cz/sazka-na-nejistotu-recenze-ddg-/filmvideo.aspx?c=A160106_144027_filmvideo_ts
Joy,55,https://kultura.zpravy.idnes.cz/joy-recenze-cxu-/filmvideo.aspx?c=A160105_104848_filmvideo_ts
Případy 1. oddělení,70,https://kultura.zpravy.idnes.cz/pripady-1-oddeleni-recenze-094-/filmvideo.aspx?c=A160104_123408_televize_vha
Creed,60,https://kultura.zpravy.idnes.cz/recenze-creed-00r-/filmvideo.aspx?c=A151230_145354_filmvideo_spm
Perfektní den,65,https://kultura.zpravy.idnes.cz/perfektni-den-recenze-0ud-/filmvideo.aspx?c=A151230_114216_filmvideo_ts
Správnej dres,50,https://kultura.zpravy.idnes.cz/film-spravnej-dres-0nb-/filmvideo.aspx?c=A151227_131031_filmvideo_spm
Johančino tajemství,45,https://kultura.zpravy.idnes.cz/prvni-dojmy-pohadky-na-stepana-dz3-/filmvideo.aspx?c=A151222_150149_filmvideo_spm
Svatojánský věneček,50,https://kultura.zpravy.idnes.cz/prvni-dojmy-pohadky-na-bozi-hod-dmb-/filmvideo.aspx?c=A151222_145151_filmvideo_spm
Korunní princ,55,https://kultura.zpravy.idnes.cz/1-dojmy-pohadka-stedry-vecer-dpm-/filmvideo.aspx?c=A151221_165405_filmvideo_spm
Padesátka,50,https://kultura.zpravy.idnes.cz/padesatka-film-recenze-0bo-/filmvideo.aspx?c=A151222_181313_filmvideo_vha
Zbrusu Nový zákon,60,https://kultura.zpravy.idnes.cz/recenze-zbrusu-novy-zakon-dcb-/filmvideo.aspx?c=A151221_133711_filmvideo_vha
Opuštěný vesmír,50,https://kultura.zpravy.idnes.cz/recenze-dokument-opusteny-vesmir-dra-/filmvideo.aspx?c=A151218_172519_filmvideo_vha
Star Wars: Síla se probouzí,65,https://kultura.zpravy.idnes.cz/star-wars-sila-se-probouzi-recenze-dta-/filmvideo.aspx?c=A151217_134222_filmvideo_ts
Milenci těch druhých,40,https://kultura.zpravy.idnes.cz/milenci-tech-druhych-recenze-dic-/filmvideo.aspx?c=A151215_120250_filmvideo_ts
Room,70,https://kultura.zpravy.idnes.cz/recenze-room-c9t-/filmvideo.aspx?c=A151210_125135_filmvideo_vha
Trable o Vánocích,35,https://kultura.zpravy.idnes.cz/recenze-trable-o-vanocich-0hx-/filmvideo.aspx?c=A151207_093539_filmvideo_spm
Tři vzpomínky,60,https://kultura.zpravy.idnes.cz/tri-vzpominky-recenze-filmu-dge-/filmvideo.aspx?c=A151205_134723_filmvideo_ob
V srdci moře,60,https://kultura.zpravy.idnes.cz/v-srdci-more-recenze-0qy-/filmvideo.aspx?c=A151204_122243_filmvideo_ts
Vánoční Kameňák,20,https://kultura.zpravy.idnes.cz/vanocni-kamenak-recenze-0sr-/filmvideo.aspx?c=A151203_092313_filmvideo_ts
Most špionů,60,https://kultura.zpravy.idnes.cz/most-spionu-recenze-0qu-/filmvideo.aspx?c=A151202_120648_filmvideo_ts
Češi proti Čechům,50,https://kultura.zpravy.idnes.cz/cesi-proti-cechum-recenze-0yn-/filmvideo.aspx?c=A151201_105137_filmvideo_ts
Malý princ,70,https://kultura.zpravy.idnes.cz/recenze-maly-princ-0n5-/filmvideo.aspx?c=A151129_163339_filmvideo_spm
Hodný dinosaurus,70,https://kultura.zpravy.idnes.cz/hodny-dinosaurus-recenze-0yk-/filmvideo.aspx?c=A151125_161511_filmvideo_ts
Star Wars: Epizoda VI - Návrat Jediho,70,https://kultura.zpravy.idnes.cz/recenze-star-wars-epizoda-vi-navrat-jediho-fju-/filmvideo.aspx?c=A151125_095213_filmvideo_jpl
Star Wars: Epizoda V – Impérium vrací úder,80,https://kultura.zpravy.idnes.cz/recenze-star-wars-epizoda-v-imperium-vraci-uder-f54-/filmvideo.aspx?c=A151125_094208_filmvideo_jpl
Star Wars: Epizoda IV - Nová naděje,75,https://kultura.zpravy.idnes.cz/recenze-star-wars-epizoda-iv-nova-nadeje-fdz-/filmvideo.aspx?c=A151125_092841_filmvideo_jpl
Gangster Ka: Afričan,65,https://kultura.zpravy.idnes.cz/gangster-ka-african-recenze-dfn-/filmvideo.aspx?c=A151120_162719_filmvideo_vha
Black Mass: Špinavá hra,60,https://kultura.zpravy.idnes.cz/black-mass-spinava-hra-recenze-dk9-/filmvideo.aspx?c=A151119_160015_filmvideo_ts
Hunger Games: Síla vzdoru 2. část,50,https://kultura.zpravy.idnes.cz/recenze-hunger-games-0r1-/filmvideo.aspx?c=A151119_133713_filmvideo_spm
Proč jsem nesnědl svého taťku,50,https://kultura.zpravy.idnes.cz/proc-jsem-nesnedl-sveho-tatku-recenze-d8u-/filmvideo.aspx?c=A151118_092349_filmvideo_ts
U moře,40,https://kultura.zpravy.idnes.cz/angelina-jolie-brad-pitt-u-more-recenze-dyq-/filmvideo.aspx?c=A151116_094127_filmvideo_vha
Aldabra: Byl jednou jeden ostrov,65,https://kultura.zpravy.idnes.cz/aldabra-byl-jednou-jeden-ostrov-recenze-fca-/filmvideo.aspx?c=A151113_141002_filmvideo_ts
Berani,65,https://kultura.zpravy.idnes.cz/berani-oscar-film-recenze-0hs-/filmvideo.aspx?c=A151113_144608_filmvideo_vha
Husí kůže,50,https://kultura.zpravy.idnes.cz/husi-kuze-recenze-0mi-/filmvideo.aspx?c=A151110_102043_filmvideo_ts
Steve Jobs,80,https://kultura.zpravy.idnes.cz/steve-jobs-recenze-0nv-/filmvideo.aspx?c=A151109_163410_filmvideo_ts
Otcové a dcery,50,https://kultura.zpravy.idnes.cz/recenze-crowe-film-otcove-a-dcery-d4y-/filmvideo.aspx?c=A151106_180741_filmvideo_ob
Spectre,65,https://kultura.zpravy.idnes.cz/spectre-james-bond-recenze-d01-/filmvideo.aspx?c=A151105_112938_filmvideo_vha
Ejzenštejn v Guanajuatu,60,https://kultura.zpravy.idnes.cz/ejzenstejn-v-guanajuatu-recenze-doi-/filmvideo.aspx?c=A151102_094717_filmvideo_ts
Matrix AB,50,https://kultura.zpravy.idnes.cz/recenze-babise-0pz-/filmvideo.aspx?c=A151029_170757_filmvideo_spm
