film,rating,url
Vinaři,55,https://kultura.zpravy.idnes.cz/recenze-serialu-vinari-07r-/filmvideo.aspx?c=A140831_184213_filmvideo_spm
O koních a lidech,70,https://kultura.zpravy.idnes.cz/o-konich-a-lidech-fiolm-recenze-deb-/filmvideo.aspx?c=A140829_171732_filmvideo_ob
Želvy Ninja,40,https://kultura.zpravy.idnes.cz/recenze-zelvy-ninja-0q0-/filmvideo.aspx?c=A140819_142640_filmvideo_ts
Sex Tape,35,https://kultura.zpravy.idnes.cz/recenze-sex-tape-026-/filmvideo.aspx?c=A140815_181107_filmvideo_ts
Expendables: Postradatelní 3,50,https://kultura.zpravy.idnes.cz/recenze-postradatelni-3-0vx-/filmvideo.aspx?c=A140814_093644_filmvideo_ts
Zázraky,60,https://kultura.zpravy.idnes.cz/recenze-zazraky-0jy-/filmvideo.aspx?c=A140812_093331_filmvideo_ts
Tři bratři,70,https://kultura.zpravy.idnes.cz/recenze-tri-bratri-0nb-/filmvideo.aspx?c=A140812_154145_filmvideo_ts
Chlapectví,70,https://kultura.zpravy.idnes.cz/recenze-chlapectvi-0a6-/filmvideo.aspx?c=A140811_130943_filmvideo_ts
Kouzlo měsíčního svitu,60,https://kultura.zpravy.idnes.cz/recenze-kouzlo-mesicniho-svitu-dnd-/filmvideo.aspx?c=A140808_105755_filmvideo_ts
Knick: Doktoři bez hranic,70,https://kultura.zpravy.idnes.cz/clive-owen-serial-knick-doktori-bez-hranic-fis-/filmvideo.aspx?c=A140806_180511_televize_vha
Lucy,55,https://kultura.zpravy.idnes.cz/recenze-lucy-c9t-/filmvideo.aspx?c=A140805_115449_filmvideo_ts
Strážci galaxie,65,https://kultura.zpravy.idnes.cz/recenze-strazci-galaxie-0wg-/filmvideo.aspx?c=A140731_125400_filmvideo_ts
Parádně pokecal,55,https://kultura.zpravy.idnes.cz/recenze-paradne-pokecal-0s2-/filmvideo.aspx?c=A140725_151452_filmvideo_vdr
Herkules,35,https://kultura.zpravy.idnes.cz/recenze-filmu-herkules-07t-/filmvideo.aspx?c=A140724_092109_filmvideo_spm
Díra u Hanušovic,55,https://kultura.zpravy.idnes.cz/recenze-dira-u-hanusovic-086-/filmvideo.aspx?c=A140718_160647_filmvideo_ts
Letadla 2: Hasiči a záchranáři,55,https://kultura.zpravy.idnes.cz/recenze-letadla-2-0kp-/filmvideo.aspx?c=A140718_144524_filmvideo_ts
Zejtra napořád,45,https://kultura.zpravy.idnes.cz/recenze-zejtra-naporad-07z-/filmvideo.aspx?c=A140717_111118_filmvideo_ts
Magický hlas rebelky,60,https://kultura.zpravy.idnes.cz/kubisova-dokument-03s-/filmvideo.aspx?c=A140716_115441_filmvideo_ts
Úsvit planety opic,55,https://kultura.zpravy.idnes.cz/recenze-usvit-planety-opic-dd7-/filmvideo.aspx?c=A140715_114021_filmvideo_ts
Ida,60,https://kultura.zpravy.idnes.cz/recenze-ida-karlovy-vary-0xj-/filmvideo.aspx?c=A140711_171616_filmvideo_vha
Love song,40,https://kultura.zpravy.idnes.cz/love-song-recenze-0zx-/filmvideo.aspx?c=A140710_132027_filmvideo_vha
Svatby v Benátkách,40,https://kultura.zpravy.idnes.cz/svatby-v-benatkach-0ne-/filmvideo.aspx?c=A140627_105509_filmvideo_ts
Transformers: Zánik,60,https://kultura.zpravy.idnes.cz/recenze-filmu-transformers-zanik-dla-/filmvideo.aspx?c=A140626_120504_filmvideo_ts
Knězovy děti,55,https://kultura.zpravy.idnes.cz/recenze-knezovy-deti-05i-/filmvideo.aspx?c=A140620_183607_filmvideo_vha
Jak vycvičit draka 2,65,https://kultura.zpravy.idnes.cz/recenze-jak-vycvicit-draka-2-dfs-/filmvideo.aspx?c=A140619_125708_filmvideo_vha
Všiváci,60,https://kultura.zpravy.idnes.cz/recenze-vsivaci-0je-/filmvideo.aspx?c=A140618_130854_filmvideo_vha
Mission London,55,https://kultura.zpravy.idnes.cz/recenze-mission-london-079-/filmvideo.aspx?c=A140617_135652_filmvideo_vha
"Grace, kněžna monacká",40,https://kultura.zpravy.idnes.cz/recenze-film-grace-knezna-monacka-dqz-/filmvideo.aspx?c=A140611_112755_filmvideo_vha
Všechny cesty vedou do hrobu,40,https://kultura.zpravy.idnes.cz/vsechny-cesty-vedou-do-hrobu-seth-macfarlane-f3n-/filmvideo.aspx?c=A140610_121554_filmvideo_vha
Zakázané uvolnění,55,https://kultura.zpravy.idnes.cz/recenze-zakazane-uvolneni-dcu-/filmvideo.aspx?c=A140605_112641_filmvideo_ts
Na hraně zítřka,65,https://kultura.zpravy.idnes.cz/recenze-na-hrane-zitrka-0v4-/filmvideo.aspx?c=A140531_183710_filmvideo_ts
Zloba - královna černé magie,60,https://kultura.zpravy.idnes.cz/recenze-zloba-kralovna-cerne-magie-d57-/filmvideo.aspx?c=A140529_110134_filmvideo_ts
Sousedi,40,https://kultura.zpravy.idnes.cz/recenze-sousedi-0j4-/filmvideo.aspx?c=A140528_102809_filmvideo_ts
Cesta ven,60,https://kultura.zpravy.idnes.cz/cesta-ven-film-recenze-06m-/filmvideo.aspx?c=A140523_172621_filmvideo_ob
Bony a klid 2,25,https://kultura.zpravy.idnes.cz/recenze-bony-a-klid-2-0qc-/filmvideo.aspx?c=A140522_131637_filmvideo_ts
X-Men: Budoucí minulost,60,https://kultura.zpravy.idnes.cz/recenze-x-men-0c7-/filmvideo.aspx?c=A140520_130444_filmvideo_ts
"Stoletý stařík, který vylezl z okna a zmizel",65,https://kultura.zpravy.idnes.cz/recenze-stolety-starik-ktery-vylezl-z-okna-fe1-/filmvideo.aspx?c=A140516_124939_filmvideo_ts
Godzilla,65,https://kultura.zpravy.idnes.cz/recenze-godzilla-0ec-/filmvideo.aspx?c=A140515_145942_filmvideo_vha
Český žurnál: Obnažený národ,65,https://kultura.zpravy.idnes.cz/recenze-obnazeny-narod-07o-/filmvideo.aspx?c=A140514_110005_hudba_ts
"Snadný prachy I., II. a III.",60,https://kultura.zpravy.idnes.cz/snadny-prachy-0d5-/filmvideo.aspx?c=A140512_110733_filmvideo_ts
Olga,60,https://kultura.zpravy.idnes.cz/olga-havlova-dokument-recenze-dkq-/filmvideo.aspx?c=A140509_133852_filmvideo_vha
Ranhojič,60,https://kultura.zpravy.idnes.cz/recenze-film-ranhojic-0ts-/filmvideo.aspx?c=A140506_185951_filmvideo_vha
Hany,50,https://kultura.zpravy.idnes.cz/recenze-hany-c9k-/filmvideo.aspx?c=A140506_115446_filmvideo_ts
Poslední cyklista,65,https://kultura.zpravy.idnes.cz/recenze-posledni-cyklista-dcr-/filmvideo.aspx?c=A140503_160824_filmvideo_ts
Divergence,50,https://kultura.zpravy.idnes.cz/recenze-divergence-0a4-/filmvideo.aspx?c=A140502_134239_filmvideo_ts
Jedna za všechny,45,https://kultura.zpravy.idnes.cz/recenze-jedna-za-vsechny-08o-/filmvideo.aspx?c=A140430_133209_filmvideo_ts
Doupě,40,https://kultura.zpravy.idnes.cz/recenze-doupe-0de-/filmvideo.aspx?c=A140429_130231_filmvideo_ts
Clona,65,https://kultura.zpravy.idnes.cz/recenze-serialu-clona-0u1-/filmvideo.aspx?c=A140428_092546_televize_spm
Husí kůže - Zimomriavky,40,https://kultura.zpravy.idnes.cz/husi-kuze-zimomriavky-dokumentarni-film-fpl-/filmvideo.aspx?c=A140425_164015_filmvideo_ob
Fenomén Šmejdi,50,https://kultura.zpravy.idnes.cz/dokument-fenomen-smejdi-0wk-/filmvideo.aspx?c=A140425_122008_televize_spm
Amazing Spider-Man 2,60,https://kultura.zpravy.idnes.cz/recenze-amazing-spider-man-2-dfs-/filmvideo.aspx?c=A140423_100443_filmvideo_vha
"Láska, soudruhu!",55,https://kultura.zpravy.idnes.cz/recenze-laska-soudruhu-07y-/filmvideo.aspx?c=A140418_153951_filmvideo_vdr
Dvojník,50,https://kultura.zpravy.idnes.cz/recenze-dvojnik-0je-/filmvideo.aspx?c=A140418_144634_filmvideo_vdr
Transcendence,65,https://kultura.zpravy.idnes.cz/recenze-filmu-transcendence-d16-/filmvideo.aspx?c=A140417_160031_filmvideo_spm
Valčík pro Monicu,60,https://kultura.zpravy.idnes.cz/recenze-valcik-pro-monicu-0yw-/filmvideo.aspx?c=A140416_103224_filmvideo_ts
Dělníci bulváru,60,https://kultura.zpravy.idnes.cz/recenze-delnici-bulvaru-0wp-/filmvideo.aspx?c=A140416_095417_filmvideo_ts
3 dny na zabití,45,https://kultura.zpravy.idnes.cz/recenze-3-dny-na-zabiti-062-/filmvideo.aspx?c=A140415_120735_filmvideo_ts
Detektiv Down,60,https://kultura.zpravy.idnes.cz/recenze-detektiv-down-0u7-/filmvideo.aspx?c=A140411_174932_filmvideo_ts
Vášeň mezi řádky,50,https://kultura.zpravy.idnes.cz/recenze-vasen-mezi-radky-08h-/filmvideo.aspx?c=A140411_130015_filmvideo_ts
Dlouhá cesta dolů,45,https://kultura.zpravy.idnes.cz/recenze-dlouha-cesta-dolu-0y2-/filmvideo.aspx?c=A140410_164254_filmvideo_ts
Pojedeme k moři,70,https://kultura.zpravy.idnes.cz/recenze-pojedeme-k-mori-0ve-/filmvideo.aspx?c=A140409_164415_filmvideo_ts
Rio 2,60,https://kultura.zpravy.idnes.cz/recenze-rio-2-c9f-/filmvideo.aspx?c=A140408_123156_filmvideo_ts
Sametoví teroristé,50,https://kultura.zpravy.idnes.cz/recenze-sametovi-teroriste-dpz-/filmvideo.aspx?c=A140404_154934_filmvideo_vha
Captain America: Návrat prvního Avengera,60,https://kultura.zpravy.idnes.cz/recenze-filmu-captain-america-navrat-prvniho-avenger-p0z-/filmvideo.aspx?c=A140403_100721_filmvideo_spm
Liv & Ingmar,60,https://kultura.zpravy.idnes.cz/recenze-liv-ingmar-0na-/filmvideo.aspx?c=A140402_155100_filmvideo_ts
Walesa: člověk naděje,65,https://kultura.zpravy.idnes.cz/recenze-walesa-clovek-nadeje-dga-/filmvideo.aspx?c=A140401_110242_filmvideo_ts
Marta a Věra,50,https://kultura.zpravy.idnes.cz/marta-a-vera-chi-/filmvideo.aspx?c=A140331_105825_filmvideo_ts
Noe,50,https://kultura.zpravy.idnes.cz/recenze-filmu-noe-0z4-/filmvideo.aspx?c=A140327_110706_filmvideo_spm
(Ne)zadaní,40,https://kultura.zpravy.idnes.cz/recenze-ne-zadani-0eh-/filmvideo.aspx?c=A140325_170407_filmvideo_ts
Yves Saint Laurent,50,https://kultura.zpravy.idnes.cz/recenze-yves-saint-laurent-dd6-/filmvideo.aspx?c=A140324_132938_filmvideo_ts
Ona,75,https://kultura.zpravy.idnes.cz/recenze-ona-oscar-0z2-/filmvideo.aspx?c=A140321_161848_filmvideo_vha
Pompeje,40,https://kultura.zpravy.idnes.cz/prvni-dojmy-filmu-pompeje-09t-/filmvideo.aspx?c=A140319_131712_filmvideo_spm
10 pravidel jak sbalit holku,55,https://kultura.zpravy.idnes.cz/recenze-filmu-10-pravidel-jak-sbalit-holku-fpl-/filmvideo.aspx?c=A140316_141720_filmvideo_spm
Koleje osudu,60,https://kultura.zpravy.idnes.cz/recenze-koleje-osudu-0r6-/filmvideo.aspx?c=A140313_124808_filmvideo_ts
Need for Speed,40,https://kultura.zpravy.idnes.cz/recenze-need-for-speed-06c-/filmvideo.aspx?c=A140311_132155_filmvideo_ts
Ať žije svoboda!,70,https://kultura.zpravy.idnes.cz/at-zije-svoboda-0gl-/filmvideo.aspx?c=A140307_190740_filmvideo_ob
300: Vzestup říše,40,https://kultura.zpravy.idnes.cz/glosa-filmu-300-006-/filmvideo.aspx?c=A140307_134338_filmvideo_spm
Philomena,70,https://kultura.zpravy.idnes.cz/recenze-philomena-0m8-/filmvideo.aspx?c=A140306_134201_filmvideo_ts
Fair Play,70,https://kultura.zpravy.idnes.cz/recenze-fair-play-0ze-/filmvideo.aspx?c=A140305_134525_filmvideo_ts
Non-Stop,65,https://kultura.zpravy.idnes.cz/recenze-film-non-stop-liam-neeson-dq4-/filmvideo.aspx?c=A140227_175953_filmvideo_vha
Angelika,25,https://kultura.zpravy.idnes.cz/recenze-angelika-0kk-/filmvideo.aspx?c=A140226_114401_filmvideo_ts
Kandidát,50,https://kultura.zpravy.idnes.cz/kandidat-recenze-0k3-/filmvideo.aspx?c=A140225_140035_filmvideo_ts
Piknik,60,https://kultura.zpravy.idnes.cz/recenze-piknik-01j-/filmvideo.aspx?c=A140221_154720_filmvideo_ts
Památkáři,45,https://kultura.zpravy.idnes.cz/george-clooney-pamatkari-0x9-/filmvideo.aspx?c=A140221_174634_filmvideo_ob
Bella a Sebastián,65,https://kultura.zpravy.idnes.cz/recenze-bella-a-sebastian-0hi-/filmvideo.aspx?c=A140220_135534_filmvideo_ts
Babovřesky 2,25,https://kultura.zpravy.idnes.cz/recenze-babovresky-2-0qh-/filmvideo.aspx?c=A140219_130907_filmvideo_ts
V nitru Llewyna Davise,70,https://kultura.zpravy.idnes.cz/recenze-v-nitru-llewyna-davise-dzs-/filmvideo.aspx?c=A140218_123044_filmvideo_ts
Zachraňte pana Bankse,70,https://kultura.zpravy.idnes.cz/recenze-zachrante-pana-bankse-d2a-/filmvideo.aspx?c=A140218_110839_filmvideo_ts
Zimní příběh,45,https://kultura.zpravy.idnes.cz/recenze-zimni-pribeh-0ra-/filmvideo.aspx?c=A140213_133640_filmvideo_ts
Životní šance,60,https://kultura.zpravy.idnes.cz/recenze-zivotni-sance-0ux-/filmvideo.aspx?c=A140212_125403_filmvideo_ts
Následky lásky,75,https://kultura.zpravy.idnes.cz/recenze-nasledky-lasky-075-/filmvideo.aspx?c=A140207_175327_filmvideo_ts
Robocop,60,https://kultura.zpravy.idnes.cz/recenze-robocop-0jk-/filmvideo.aspx?c=A140206_154419_filmvideo_ts
Dědictví aneb Kurva se neříká,35,https://kultura.zpravy.idnes.cz/recenze-dedictvi-2-0mm-/filmvideo.aspx?c=A140205_111635_filmvideo_ts
Prodloužený víkend,60,https://kultura.zpravy.idnes.cz/recenze-prodlouzeny-vikend-dpn-/filmvideo.aspx?c=A140131_171005_filmvideo_ts
Blízko od sebe,70,https://kultura.zpravy.idnes.cz/recenze-blizko-od-sebe-062-/filmvideo.aspx?c=A140130_094054_filmvideo_ts
Jack Ryan: V utajení,60,https://kultura.zpravy.idnes.cz/recenze-jack-ryan-v-utajeni-ddw-/filmvideo.aspx?c=A140129_120227_filmvideo_ts
Krásno,60,https://kultura.zpravy.idnes.cz/ondrej-sokol-krasno-0qf-/filmvideo.aspx?c=A140124_140049_filmvideo_vha
Klub poslední naděje,70,https://kultura.zpravy.idnes.cz/recenze-klub-posledni-nadeje-dg7-/filmvideo.aspx?c=A140124_123308_filmvideo_ts
Vejška,60,https://kultura.zpravy.idnes.cz/recenze-vejska-01g-/filmvideo.aspx?c=A140122_133008_filmvideo_ts
Herkules: Zrození legendy,35,https://kultura.zpravy.idnes.cz/recenze-herkules-0em-/filmvideo.aspx?c=A140121_122052_filmvideo_ts
Špinavý trik,65,https://kultura.zpravy.idnes.cz/recenze-spinavy-trik-05n-/filmvideo.aspx?c=A140120_140039_filmvideo_ts
12 let v řetězech,65,https://kultura.zpravy.idnes.cz/recenze-12-let-v-retezech-0sh-/filmvideo.aspx?c=A140117_140250_filmvideo_vdr
První republika,50,https://kultura.zpravy.idnes.cz/recenze-prvni-republika-0w6-/filmvideo.aspx?c=A140117_113218_filmvideo_ts
Zlodějka knih,70,https://kultura.zpravy.idnes.cz/recenze-zlodejka-knih-0u0-/filmvideo.aspx?c=A140116_112923_filmvideo_ts
Vlk z Wall Street,85,https://kultura.zpravy.idnes.cz/recenze-vlk-z-wall-street-0yf-/filmvideo.aspx?c=A140115_103149_filmvideo_ts
Na život a na smrt,65,https://kultura.zpravy.idnes.cz/recenze-na-zivot-a-na-smrt-0y9-/filmvideo.aspx?c=A140110_115955_filmvideo_ts
"Nymfomanka, část II.",70,https://kultura.zpravy.idnes.cz/recenze-nymfomanka-0of-/filmvideo.aspx?c=A140109_140941_filmvideo_ts
Něžné vlny,60,https://kultura.zpravy.idnes.cz/recenze-nezne-vlny-0az-/filmvideo.aspx?c=A140104_185600_filmvideo_ts
Zpátky do ringu,55,https://kultura.zpravy.idnes.cz/recenze-zpatky-do-ringu-0st-/filmvideo.aspx?c=A140103_122649_filmvideo_ts
47 róninů,45,https://kultura.zpravy.idnes.cz/recenze-47-roninu-0k0-/filmvideo.aspx?c=A131230_101944_filmvideo_ts
"Nymfomanka, část I.",80,https://kultura.zpravy.idnes.cz/recenze-nymfomanka-0of-/filmvideo.aspx?c=A131223_150509_filmvideo_ts
Walter Mitty a jeho tajný život,75,https://kultura.zpravy.idnes.cz/recenze-walter-mitty-a-jeho-tajny-zivot-f0d-/filmvideo.aspx?c=A131220_163107_filmvideo_vha
Frajeři ve Vegas,65,https://kultura.zpravy.idnes.cz/recenze-frajeri-ve-vegas-08j-/filmvideo.aspx?c=A131218_144523_filmvideo_vha
Putování s dinosaury,60,https://kultura.zpravy.idnes.cz/recenze-putovani-s-dinosaury-d2f-/filmvideo.aspx?c=A131217_115610_filmvideo_ts
Sebemilenec,65,https://kultura.zpravy.idnes.cz/recenze-sebemilenec-0qg-/filmvideo.aspx?c=A131213_120144_filmvideo_ts
Dobrý řidič Smetana,50,https://kultura.zpravy.idnes.cz/recenze-dobry-ridic-smetana-dpp-/filmvideo.aspx?c=A131213_130128_filmvideo_ts
Hobit: Šmakova dračí poušť,65,https://kultura.zpravy.idnes.cz/recenze-hobit-smakova-draci-poust-dl9-/filmvideo.aspx?c=A131211_185305_filmvideo_vha
Roznese tě na kopytech,40,https://kultura.zpravy.idnes.cz/recenze-roznese-te-na-kopytech-dz4-/filmvideo.aspx?c=A131206_103527_filmvideo_ts
Oldboy,55,https://kultura.zpravy.idnes.cz/recenze-old-boy-0gl-/filmvideo.aspx?c=A131205_170312_filmvideo_ts
Přijde letos Ježíšek?,15,https://kultura.zpravy.idnes.cz/recenze-prijde-letos-jezisek-diw-/filmvideo.aspx?c=A131204_122814_filmvideo_ts
Sviňák,65,https://kultura.zpravy.idnes.cz/recenze-svinak-013-/filmvideo.aspx?c=A131203_150205_filmvideo_ts
Rozkoš,45,https://kultura.zpravy.idnes.cz/recenze-rozkos-0gg-/filmvideo.aspx?c=A131202_123258_filmvideo_ts
Život Adele,70,https://kultura.zpravy.idnes.cz/recenze-zivot-adele-044-/filmvideo.aspx?c=A131129_105001_filmvideo_spm
Konzultant,50,https://kultura.zpravy.idnes.cz/recnze-konzultant-0nn-/filmvideo.aspx?c=A131128_123309_filmvideo_ts
Klauni,65,https://kultura.zpravy.idnes.cz/recenze-klauni-01g-/filmvideo.aspx?c=A131127_111009_filmvideo_ts
Bella Mia,65,https://kultura.zpravy.idnes.cz/recenze-bella-mia-0e3-/filmvideo.aspx?c=A131125_120039_filmvideo_ts
Show!,75,https://kultura.zpravy.idnes.cz/show-michal-david-dokument-d03-/filmvideo.aspx?c=A131122_171922_filmvideo_ob
Maturita,0,https://kultura.zpravy.idnes.cz/recenze-maturita-0eo-/filmvideo.aspx?c=A131122_094821_filmvideo_ts
Hunger Games: Vražedná pomsta,60,https://kultura.zpravy.idnes.cz/recenze-hunger-games-2-0tv-/filmvideo.aspx?c=A131121_151224_filmvideo_ts
Kapitán Phillips,80,https://kultura.zpravy.idnes.cz/recenze-kapitan-phillips-0hz-/filmvideo.aspx?c=A131120_122911_filmvideo_ts
Vlhká místa,40,https://kultura.zpravy.idnes.cz/recenze-vlhka-mista-04n-/filmvideo.aspx?c=A131119_125918_filmvideo_ts
Cesta za Vánoční hvězdou,50,https://kultura.zpravy.idnes.cz/recenze-cesta-za-vanocni-hvezdou-d4f-/filmvideo.aspx?c=A131115_111038_filmvideo_ts
Mafiánovi,55,https://kultura.zpravy.idnes.cz/recenze-mafianovi-0mv-/filmvideo.aspx?c=A131114_110032_filmvideo_ts
Komorník,60,https://kultura.zpravy.idnes.cz/recenze-komornik-0el-/filmvideo.aspx?c=A131113_110516_filmvideo_ts
Křídla vánoc,60,https://kultura.zpravy.idnes.cz/recenze-kridla-vanoc-0lh-/filmvideo.aspx?c=A131108_150538_filmvideo_vdr
Lásky čas,75,https://kultura.zpravy.idnes.cz/recenze-lasky-cas-0z3-/filmvideo.aspx?c=A131108_145706_filmvideo_ts
Husiti,40,https://kultura.zpravy.idnes.cz/recenze-husiti-01u-/filmvideo.aspx?c=A131107_120540_filmvideo_ts
Thor: Temný svět,65,https://kultura.zpravy.idnes.cz/recenze-thor-2-0dk-/filmvideo.aspx?c=A131106_111821_filmvideo_ts
Nepravděpodobná romance,45,https://kultura.zpravy.idnes.cz/recenze-nepravdepodobna-romance-doz-/filmvideo.aspx?c=A131105_104546_filmvideo_ts
Terapie II,70,https://kultura.zpravy.idnes.cz/recenze-terapie-2-0kt-/filmvideo.aspx?c=A131104_105634_filmvideo_ts
Enderova hra,60,https://kultura.zpravy.idnes.cz/recenze-enderova-hra-0ly-/filmvideo.aspx?c=A131031_115734_filmvideo_ts
Cirkus Bukowsky,75,https://kultura.zpravy.idnes.cz/recenze-cirkus-bukowsky-08t-/filmvideo.aspx?c=A131030_111545_filmvideo_ts
U Konce světa,60,https://kultura.zpravy.idnes.cz/glosar-u-konce-sveta-apokalypsa-v-hollywoodu-fnx-/filmvideo.aspx?c=A131029_185423_filmvideo_vha
České století,60,https://kultura.zpravy.idnes.cz/recenze-ceske-stoleti-0u4-/filmvideo.aspx?c=A131025_105446_filmvideo_ts
Příběh kmotra,60,https://kultura.zpravy.idnes.cz/recenze-pribeh-kmotra-0ue-/filmvideo.aspx?c=A131023_133439_filmvideo_ts
Plán útěku,60,https://kultura.zpravy.idnes.cz/recenze-plan-uteku-0nx-/filmvideo.aspx?c=A131016_114002_filmvideo_ts
Don Jon,50,https://kultura.zpravy.idnes.cz/recenze-don-jon-0gq-/filmvideo.aspx?c=A131015_131052_filmvideo_ts
Tanec mezi střepinami,30,https://kultura.zpravy.idnes.cz/recenze-tanec-mezi-strepinami-dkl-/filmvideo.aspx?c=A131014_142639_filmvideo_ts
Kapitál,50,https://kultura.zpravy.idnes.cz/recenze-kapital-0ix-/filmvideo.aspx?c=A131011_115053_filmvideo_ts
Kameňák 4,10,https://kultura.zpravy.idnes.cz/recenze-kamenak-4-0ki-/filmvideo.aspx?c=A131009_133006_filmvideo_ts
Make Your Move,30,https://kultura.zpravy.idnes.cz/recenze-make-your-move-0bz-/filmvideo.aspx?c=A131008_102957_filmvideo_ts
Cosi je ve vzduchu,40,https://kultura.zpravy.idnes.cz/recenze-film-cosi-je-ve-vzduchu-dmn-/filmvideo.aspx?c=A131004_153115_filmvideo_vha
Rivalové,70,https://kultura.zpravy.idnes.cz/recenze-rivalove-0e4-/filmvideo.aspx?c=A131003_101415_filmvideo_ts
Gravitace,80,https://kultura.zpravy.idnes.cz/recenze-gravitace-0mu-/filmvideo.aspx?c=A131002_130242_filmvideo_ts
Hra na hraně,40,https://kultura.zpravy.idnes.cz/recenze-hra-na-hrane-04x-/filmvideo.aspx?c=A131001_111259_filmvideo_ts
Donšajni,40,https://kultura.zpravy.idnes.cz/recenze-donsajni-0ec-/filmvideo.aspx?c=A130927_144150_filmvideo_ts
Bernie,60,https://kultura.zpravy.idnes.cz/recenze-bernie-jack-black-0x7-/filmvideo.aspx?c=A130922_130915_filmvideo_vha
Chvilková slabost,50,https://kultura.zpravy.idnes.cz/recenze-chvilkova-slabost-dc4-/filmvideo.aspx?c=A130920_141631_filmvideo_ts
Jako nikdy,65,https://kultura.zpravy.idnes.cz/recenze-jako-nikdy-0ne-/filmvideo.aspx?c=A130919_133038_filmvideo_ts
Diana,35,https://kultura.zpravy.idnes.cz/recenze-diana-00n-/filmvideo.aspx?c=A130918_132730_filmvideo_ts
Bez hranic,60,https://kultura.zpravy.idnes.cz/serial-bez-hranic-0eh-/filmvideo.aspx?c=A130917_104111_filmvideo_ts
Hexenšus,60,https://kultura.zpravy.idnes.cz/recenze-hexensus-0es-/filmvideo.aspx?c=A130913_092149_filmvideo_ts
Kriminálka Staré Město,60,https://kultura.zpravy.idnes.cz/kriminalka-stare-mesto-07r-/filmvideo.aspx?c=A130912_155107_filmvideo_ts
Colette,50,https://kultura.zpravy.idnes.cz/recenze-colette-0jg-/filmvideo.aspx?c=A130912_134011_filmvideo_ts
Lidský rozměr,50,https://kultura.zpravy.idnes.cz/recenze-lidsky-rozmer-063-/filmvideo.aspx?c=A130911_193948_filmvideo_ts
Nejvyšší nabídka,75,https://kultura.zpravy.idnes.cz/recenze-nejvyssi-nabidka-0hp-/filmvideo.aspx?c=A130911_154313_filmvideo_ts
Ona a on,40,https://kultura.zpravy.idnes.cz/recenze-serialu-ona-a-on-0sb-/filmvideo.aspx?c=A130910_181927_filmvideo_spm
Pozice dítěte,70,https://kultura.zpravy.idnes.cz/pozice-ditete-recenze-0uz-/filmvideo.aspx?c=A130907_012029_filmvideo_ob
Sanitka II,60,https://kultura.zpravy.idnes.cz/recenze-sanitka-ii-0np-/filmvideo.aspx?c=A130906_163536_filmvideo_ts
Obchodníci,10,https://kultura.zpravy.idnes.cz/glosa-filmu-obchodnici-0bl-/filmvideo.aspx?c=A130906_180403_filmvideo_spm
Hospoda U Druhé šance,55,https://kultura.zpravy.idnes.cz/reality-show-hospoda-05j-/filmvideo.aspx?c=A130906_134024_filmvideo_spm
Riddick,55,https://kultura.zpravy.idnes.cz/recenze-riddick-0il-/filmvideo.aspx?c=A130905_135148_filmvideo_ts
One Direction 3D: This is Us,45,https://kultura.zpravy.idnes.cz/recenze-one-direction-film-d0i-/filmvideo.aspx?c=A130904_123223_filmvideo_ts
Umanutá,65,https://kultura.zpravy.idnes.cz/recenze-dokumentu-umanuta-d0g-/filmvideo.aspx?c=A130903_114920_filmvideo_spm
Co v detektivce nebylo,45,https://kultura.zpravy.idnes.cz/glosa-tv-detektivky-co-v-detektivce-nebylo-f2p-/filmvideo.aspx?c=A130902_094419_filmvideo_spm
Špačkovi v síti času,45,https://kultura.zpravy.idnes.cz/glosa-spackovi-v-siti-casu-ct-decko-dtm-/filmvideo.aspx?c=A130901_141356_televize_vha
"Pušky, puky, pivo a psi",60,https://kultura.zpravy.idnes.cz/recenze-pusky-puky-pivo-a-psi-d2g-/filmvideo.aspx?c=A130829_134206_filmvideo_ts
PanMáma,35,https://kultura.zpravy.idnes.cz/recenze-sitkom-panmama-072-/filmvideo.aspx?c=A130826_185040_televize_vdr
Zuzana Michnová - Jsem slavná tak akorát,70,https://kultura.zpravy.idnes.cz/recenze-zuzana-michnova-jsem-slavna-tak-akorat-fle-/filmvideo.aspx?c=A130823_183249_filmvideo_vha
Letadla,55,https://kultura.zpravy.idnes.cz/recenze-letadla-0io-/filmvideo.aspx?c=A130820_163140_filmvideo_ts
Líbánky,55,https://kultura.zpravy.idnes.cz/recenze-libanky-0jc-/filmvideo.aspx?c=A130816_181120_filmvideo_ts
Život té druhé,55,https://kultura.zpravy.idnes.cz/recenze-filmu-zivot-te-druhe-machri-2-dvi-/filmvideo.aspx?c=A130816_160810_filmvideo_vha
jOBS,55,https://kultura.zpravy.idnes.cz/recenze-ashton-kutcher-steve-jobs-dro-/filmvideo.aspx?c=A130815_115901_filmvideo_vha
Percy Jackson: Moře nestvůr,45,https://kultura.zpravy.idnes.cz/recenze-more-nestvur-05r-/filmvideo.aspx?c=A130813_102945_filmvideo_ts
Pot a krev,55,https://kultura.zpravy.idnes.cz/glosa-pot-a-krev-0jg-/filmvideo.aspx?c=A130808_175233_filmvideo_ts
Šmoulové 2,45,https://kultura.zpravy.idnes.cz/recenze-smoulove-2-03t-/filmvideo.aspx?c=A130806_155425_filmvideo_ts
Futurologický kongres,60,https://kultura.zpravy.idnes.cz/recenze-futurologicky-kongres-dmn-/filmvideo.aspx?c=A130805_124508_filmvideo_ts
